y,is_multi,region_id,statut_id,categ_id
89.56,0,18,1,35
87.39,1,18,1,35
96.71,0,18,1,35
90.65,1,18,1,35
93.13,0,18,1,35
83.65,0,18,1,35
96.94,1,18,1,35
97.87,1,18,1,35
66.57,0,18,1,35
97.29,0,18,1,35
96.29,0,18,1,35
90.18,0,18,1,35
86.13,0,18,1,35
70.63,1,18,1,35
96.49,0,18,1,35
97.91,0,18,1,35
75.06,0,18,1,35
96.4,0,18,1,35
93.42,1,18,1,35
79.92,1,18,1,35
82.39,0,18,1,35
97.95,1,18,1,35
84.81,0,18,1,35
94.4,0,18,1,35
96.17,0,18,1,35
77.03,0,18,1,35
90.28,0,18,1,35
74.8,1,18,1,35
96.81,0,18,1,35
71.64,1,18,1,35
94.3,0,18,1,35
86.39,0,18,1,35
93.83,0,18,1,35
94.86,0,18,1,35
98.25,0,18,1,35
71.26,0,18,1,35
75.9,0,18,1,35
66.4,1,18,1,35
81.05,0,18,1,35
94.4,0,18,1,35
91.67,0,18,1,35
95.16,0,18,1,35
94.66,0,17,1,35
97.34,0,18,1,35
88.12,0,18,1,35
89.61,1,18,1,35
50.44,1,18,1,35
91.01,0,18,1,35
93.27,1,18,1,35
94.55,0,18,1,35
97.66,0,18,1,35
87.74,0,18,1,35
99.16,0,18,1,35
96.33,1,18,1,35
80.55,0,18,1,35
92.93,0,18,1,35
89.41,1,18,1,35
93.43,0,18,1,35
85.68,1,18,1,35
85.47,1,18,1,35
97.64,1,18,1,35
84.54,0,18,1,35
92.0,1,18,1,35
96.11,0,18,1,35
90.89,0,18,1,35
86.04,1,18,1,35
61.19,0,18,1,35
90.23,1,18,1,35
88.79,0,18,1,35
91.5,1,18,1,35
98.53,0,18,1,35
90.93,1,18,1,35
96.4,0,18,1,35
62.73,0,18,1,35
95.3,1,18,1,35
92.46,1,18,1,35
96.1,1,17,1,35
97.57,1,17,1,35
93.71,1,17,1,35
77.88,1,17,1,35
98.28,1,17,1,35
95.61,0,17,1,35
98.03,0,17,1,35
98.36,1,17,1,35
98.3,1,17,1,35
98.04,1,17,1,35
98.87,1,17,1,35
71.54,1,17,1,35
97.56,1,17,1,35
99.21,0,17,1,35
81.68,0,15,1,35
87.37,0,15,1,35
94.07,0,15,1,35
97.46,0,15,1,35
78.0,0,15,1,35
92.64,0,15,1,35
57.38,1,15,1,35
96.81,0,15,1,35
93.66,1,15,1,35
94.45,1,14,1,35
78.19,0,15,1,35
94.51,1,14,1,35
96.51,1,15,1,35
56.42,1,15,1,35
96.91,0,15,1,35
94.43,1,15,1,35
89.48,0,15,1,35
85.81,0,15,1,35
94.06,0,14,1,35
93.65,1,17,1,35
98.91,0,16,1,35
97.19,0,15,1,35
91.53,0,16,1,35
79.96,0,16,1,35
98.3,0,16,1,35
96.6,1,16,1,35
90.47,1,16,1,35
80.65,0,15,1,35
99.37,1,16,1,35
92.63,0,15,1,35
98.76,0,16,1,35
91.78,1,15,1,35
91.57,0,16,1,35
96.73,0,16,1,35
79.22,0,15,1,35
88.86,0,16,1,35
87.23,0,17,1,35
94.58,0,17,1,35
88.5,0,15,1,35
89.16,0,16,1,35
85.45,0,16,1,35
93.05,0,15,1,35
96.7,1,15,1,35
90.06,0,15,1,35
93.13,1,15,1,35
81.13,0,16,1,35
97.37,0,16,1,35
79.55,0,16,1,35
97.02,0,16,1,35
81.99,1,16,1,35
97.99,0,16,1,35
88.21,0,15,1,35
72.24,1,15,1,35
94.95,0,15,1,35
93.26,0,15,1,35
98.49,0,16,1,35
98.71,0,16,1,35
96.63,1,15,1,35
87.69,1,15,1,35
100.0,0,16,1,35
98.83,1,16,1,35
97.69,0,16,1,35
97.5,0,16,1,35
97.03,0,16,1,35
93.25,0,15,1,35
98.95,0,16,1,35
94.69,1,16,1,35
92.79,0,15,1,35
98.79,0,16,1,35
93.43,1,15,1,35
95.09,0,16,1,35
93.99,0,16,1,35
95.08,1,15,1,35
93.68,0,16,1,35
70.42,0,16,1,35
84.67,1,15,1,35
86.31,0,16,1,35
95.36,0,15,1,35
94.86,0,16,1,35
95.44,1,16,1,35
82.53,0,16,1,35
94.64,1,15,1,35
94.67,1,15,1,35
89.93,1,16,1,35
99.85,0,16,1,35
88.17,0,16,1,35
96.47,1,16,1,35
94.82,0,16,1,35
92.94,1,16,1,35
90.58,0,16,1,35
100.0,0,16,1,35
96.11,0,16,1,35
86.37,0,16,1,35
96.05,0,16,1,35
99.1,0,16,1,35
98.35,0,16,1,35
41.71,0,16,1,35
97.02,0,16,1,35
81.28,0,16,1,35
99.88,0,16,1,35
96.11,1,16,1,35
97.52,0,16,1,35
61.08,0,16,1,35
93.69,1,16,1,35
78.58,0,16,1,35
81.48,0,16,1,35
80.06,0,16,1,35
89.75,1,16,1,35
95.1,1,16,1,35
91.76,1,16,1,35
94.72,0,16,1,35
80.11,0,16,1,35
85.88,0,16,1,35
95.49,0,16,1,35
76.1,0,16,1,35
91.47,1,16,1,35
79.32,1,16,1,35
90.3,0,16,1,35
76.62,0,16,1,35
91.72,1,16,1,35
80.55,0,16,1,35
97.87,1,16,1,35
97.09,1,16,1,35
97.22,0,16,1,35
97.38,0,16,1,35
90.51,0,16,1,35
91.04,0,16,1,35
92.21,1,16,1,35
61.12,0,16,1,35
91.04,0,16,1,35
97.91,1,16,1,35
87.35,0,16,1,35
89.12,0,16,1,35
97.09,0,16,1,35
81.48,0,16,1,35
94.11,0,16,1,35
99.69,0,16,1,35
97.92,0,16,1,35
88.22,0,16,1,35
98.52,0,16,1,35
98.01,0,16,1,35
98.48,0,16,1,35
97.71,0,15,1,35
83.43,1,18,2,35
90.76,1,18,2,35
97.24,0,18,1,35
93.34,1,15,1,35
74.16,1,15,1,35
95.72,1,15,1,35
84.95,1,10,1,35
64.61,1,10,1,35
92.72,0,10,1,35
90.39,0,10,1,35
88.28,1,10,1,35
97.94,1,10,1,35
96.15,0,10,1,35
93.21,0,10,1,35
94.84,0,10,1,35
89.92,1,10,1,35
98.5,0,10,1,35
96.09,1,15,1,35
95.06,1,10,1,35
89.11,0,10,1,35
94.79,1,10,1,35
91.99,0,10,1,35
62.47,0,10,1,35
90.41,1,10,1,35
89.19,0,10,1,35
95.71,1,15,1,35
80.94,0,15,1,35
92.7,0,15,1,35
98.24,0,18,1,35
96.96,1,15,1,35
58.1,0,15,1,35
93.44,1,10,1,35
86.89,0,15,1,35
77.93,0,10,1,35
89.84,1,15,1,35
93.55,1,15,1,35
90.96,0,15,1,35
95.98,0,15,1,35
94.18,1,15,1,35
94.49,0,18,1,35
96.14,1,18,1,35
99.42,0,18,1,35
75.58,0,10,1,35
92.02,1,15,1,35
98.39,0,15,1,35
98.85,0,10,1,35
93.11,1,15,1,35
97.07,1,10,1,35
96.13,0,18,1,35
98.92,0,10,1,35
98.96,1,15,1,35
97.92,1,15,1,35
75.22,0,15,1,35
94.93,1,15,1,35
98.75,0,18,1,35
97.72,0,18,1,35
93.19,1,15,1,35
93.92,1,15,1,35
92.74,0,15,1,35
90.3,1,10,1,35
98.32,1,15,1,35
77.12,1,10,1,35
93.35,1,10,1,35
98.96,1,15,1,35
92.05,0,15,1,35
67.86,0,15,1,35
88.41,0,15,1,35
97.37,1,10,1,35
77.52,1,10,1,35
87.08,0,10,1,35
97.09,0,18,1,35
86.46,0,15,1,35
92.92,1,15,1,35
94.91,1,15,1,35
90.26,1,15,1,35
85.67,1,15,1,35
88.54,1,15,1,35
88.45,1,10,1,35
94.53,1,15,1,35
98.24,1,15,1,35
99.18,1,15,1,35
78.21,0,15,1,35
81.16,1,15,1,35
85.93,0,15,1,35
66.09,0,10,1,35
79.03,0,14,1,35
96.12,0,15,1,35
96.5,0,14,1,35
91.94,1,15,1,35
69.16,1,10,1,35
100.0,0,18,1,35
98.87,0,18,1,35
88.77,1,14,1,35
93.11,0,14,1,35
99.9,0,14,1,35
98.52,1,17,1,35
71.02,0,14,1,35
80.72,0,10,1,35
79.56,0,14,1,35
99.16,0,10,1,35
91.31,1,15,1,35
99.34,0,10,1,35
96.31,0,14,1,35
74.41,0,14,1,35
66.23,0,18,1,35
94.38,1,10,1,35
99.43,0,14,1,35
91.05,0,14,1,35
93.96,0,15,1,35
97.97,0,14,1,35
96.64,0,18,1,35
88.1,0,14,1,35
88.42,0,15,1,35
63.33,0,18,1,35
94.72,1,10,1,35
97.75,1,18,1,35
93.47,0,15,1,35
38.05,0,15,1,35
94.26,1,10,1,35
94.36,0,14,1,35
97.34,0,15,1,35
96.59,0,15,1,35
91.8,0,15,1,35
87.54,0,10,1,35
97.79,0,14,1,35
95.59,1,10,1,35
96.62,0,10,1,35
75.38,1,10,1,35
94.05,1,17,1,35
96.99,0,10,1,35
95.85,0,15,1,35
97.51,0,18,1,35
78.73,0,17,1,35
90.39,0,15,1,35
91.63,0,15,1,35
91.27,0,14,1,35
96.07,0,18,1,35
95.09,0,15,1,35
92.35,0,10,1,35
98.68,0,14,1,35
99.04,0,10,1,35
96.53,0,10,1,35
95.12,0,18,1,35
47.17,0,15,1,35
97.6,0,15,1,35
86.15,0,15,1,35
72.97,0,15,1,35
69.58,1,18,1,35
87.6,0,10,1,35
97.0,1,15,1,35
92.27,0,15,1,35
96.6,0,15,1,35
84.11,0,15,1,35
92.61,1,10,1,35
79.9,0,10,1,35
89.9,1,10,1,35
96.83,0,10,1,35
82.23,0,15,1,35
97.18,1,10,1,35
95.4,1,15,1,35
53.95,0,15,1,35
94.55,0,15,1,35
94.01,0,10,1,35
93.48,1,10,1,35
48.82,0,14,1,35
76.86,0,14,1,35
93.93,1,10,1,35
70.59,0,10,1,35
77.12,0,10,1,35
88.08,0,10,1,35
97.49,0,15,1,35
94.38,1,18,1,35
95.35,0,15,1,35
90.14,1,10,1,35
95.44,1,15,1,35
91.16,1,15,1,35
86.27,1,15,1,35
78.78,1,14,1,35
65.85,0,14,1,35
97.27,0,14,1,35
97.5,0,14,1,35
97.82,1,15,1,35
85.35,0,15,1,35
84.46,1,15,1,35
88.77,1,15,1,35
89.14,0,15,1,35
92.46,0,14,1,35
98.55,0,14,1,35
68.42,0,18,1,35
67.13,0,15,1,35
71.79,0,15,1,35
90.89,1,18,1,35
84.93,0,15,1,35
82.45,0,15,1,35
58.77,1,15,1,35
95.37,0,15,1,35
89.03,0,15,1,35
91.08,0,15,1,35
82.72,0,15,1,35
94.31,1,15,1,35
96.6,1,15,1,35
90.78,0,10,1,35
90.3,1,15,1,35
96.2,1,15,1,35
96.65,1,10,1,35
96.65,1,15,1,35
74.87,1,14,1,35
95.19,0,10,1,35
48.1,0,14,1,35
99.75,0,14,1,35
67.7,0,14,1,35
95.1,1,14,1,35
97.36,1,14,1,35
48.82,0,10,1,35
93.44,1,14,1,35
95.59,1,10,1,35
96.3,1,14,1,35
98.95,0,14,1,35
92.76,0,10,1,35
91.16,1,15,1,35
91.86,1,15,1,35
93.46,1,14,1,35
59.19,0,16,1,35
98.13,1,16,1,35
82.88,0,15,1,35
96.7,0,14,1,35
98.51,0,14,1,35
82.85,0,14,1,35
79.35,0,14,1,35
95.68,1,15,1,35
92.22,0,14,1,35
85.01,1,10,1,35
92.85,1,10,1,35
72.05,0,15,1,35
97.12,0,18,1,35
69.66,0,10,1,35
87.94,0,10,1,35
84.41,1,10,1,35
93.13,0,14,1,35
78.04,0,10,1,35
93.46,1,11,1,35
89.18,0,15,1,35
98.61,1,15,1,35
88.9,1,15,1,35
91.59,1,10,1,35
87.56,0,11,1,35
83.17,0,15,1,35
95.41,0,10,1,35
99.93,1,10,1,35
63.32,0,10,1,35
85.52,0,15,1,35
91.23,1,10,1,35
95.94,0,14,1,35
88.12,0,15,1,35
81.42,0,14,1,35
93.03,1,15,1,35
48.91,0,15,1,35
42.46,0,15,1,35
98.3,0,16,1,35
94.02,1,14,1,35
97.78,0,10,1,35
98.28,0,15,1,35
90.15,0,15,1,35
95.77,1,18,1,35
92.31,0,18,1,35
64.85,0,18,1,35
92.94,1,10,1,35
86.01,1,14,1,35
91.61,1,15,1,35
96.88,0,15,1,35
93.55,1,18,1,35
75.25,1,10,1,35
96.19,1,17,1,35
71.24,0,15,1,35
96.91,0,16,1,35
93.33,1,15,1,35
88.66,1,15,1,35
91.22,1,16,1,35
79.17,1,10,1,35
96.77,0,18,1,35
93.93,1,10,1,35
97.73,1,10,1,35
94.91,1,10,1,35
85.65,0,15,1,35
84.83,1,14,1,35
92.27,1,15,1,35
99.67,0,16,1,35
89.6,0,16,1,35
92.04,1,10,1,35
87.94,0,15,1,35
94.12,0,15,1,35
97.57,1,10,1,35
92.05,1,14,1,35
98.63,1,14,1,35
86.45,1,15,1,35
84.03,0,15,1,35
96.81,0,12,1,35
71.91,0,14,1,35
89.75,1,16,1,35
90.23,1,14,1,35
60.38,0,15,1,35
91.92,1,10,1,35
93.74,1,18,1,35
98.67,0,18,1,35
92.61,1,14,1,35
95.56,0,14,1,35
99.25,1,14,1,35
90.49,1,14,1,35
98.4,1,10,1,35
91.02,0,10,1,35
70.8,0,15,1,35
86.93,1,10,1,35
99.64,0,14,1,35
91.49,0,17,1,35
97.09,0,10,1,35
97.02,0,12,1,35
94.34,1,15,1,35
92.09,0,10,1,35
94.75,0,15,1,35
98.17,1,10,1,35
59.94,0,15,1,35
82.29,0,10,1,35
97.87,0,10,1,35
97.13,0,10,1,35
99.2,1,10,1,35
96.58,0,18,1,35
65.52,0,12,1,35
85.19,1,14,1,35
95.0,0,18,1,35
69.49,0,10,1,35
93.94,1,11,1,35
98.23,1,10,1,35
85.5,0,16,1,35
92.0,1,14,1,35
97.3,0,16,1,35
68.8,0,15,1,35
60.74,1,10,1,35
99.54,0,17,1,35
97.71,0,14,1,35
65.63,0,18,1,35
97.68,0,10,1,35
95.18,0,18,1,35
87.41,0,16,1,35
89.15,1,15,1,35
96.98,0,10,1,35
99.84,0,10,1,35
91.31,0,14,1,35
70.22,0,15,1,35
99.63,1,18,1,35
90.36,0,18,1,35
88.75,1,18,1,35
97.0,1,18,1,35
89.79,0,18,1,35
92.04,1,18,1,35
80.79,1,18,1,35
98.05,1,18,1,35
81.63,0,18,1,35
91.8,0,18,1,35
89.73,1,18,1,35
53.81,1,18,1,35
92.55,0,18,1,35
95.16,1,18,1,35
95.65,0,18,1,35
64.78,1,18,1,35
96.76,1,6,2,35
97.92,1,6,2,35
93.84,1,9,2,35
99.4,1,9,2,35
92.74,1,6,2,35
83.91,0,6,2,35
74.8,1,6,2,35
97.26,1,6,2,35
80.94,1,6,2,35
64.8,1,6,2,35
76.84,1,6,2,35
75.75,1,6,2,35
99.27,1,6,2,35
96.23,1,6,2,35
98.35,1,1,2,35
79.45,0,6,2,35
95.56,1,6,2,35
83.11,1,6,2,35
94.32,1,6,2,35
96.23,1,6,2,35
87.92,1,6,2,35
91.44,0,9,2,35
80.5,1,6,2,35
97.68,1,6,2,35
86.44,0,6,2,35
100.0,1,6,2,35
93.7,0,6,2,35
99.69,1,6,2,35
99.23,1,6,2,35
61.64,1,6,2,35
80.7,1,6,2,35
87.3,1,18,2,35
99.9,1,6,2,35
85.17,1,6,2,35
79.5,1,6,2,35
75.84,1,6,2,35
96.45,1,6,2,35
99.06,0,1,2,35
84.94,1,18,2,35
92.77,1,6,2,35
47.42,0,9,2,35
90.6,1,6,2,35
94.21,1,1,2,35
99.77,1,6,2,35
99.5,1,6,2,35
97.47,1,18,2,35
71.37,0,6,2,35
82.84,1,6,2,35
95.97,1,6,2,35
86.41,1,1,2,35
78.83,1,6,2,35
64.39,1,1,2,35
94.27,1,6,2,35
87.93,1,6,2,35
96.56,1,6,2,35
80.5,1,6,2,35
68.74,1,9,2,35
78.22,1,6,2,35
96.23,1,6,2,35
89.83,1,6,2,35
93.31,1,7,2,35
91.37,1,6,2,35
89.45,1,9,2,35
89.57,1,6,2,35
97.28,1,1,2,35
76.67,0,6,2,35
49.2,1,1,2,35
97.6,1,9,2,35
85.76,1,9,2,35
86.73,1,6,2,35
96.94,1,6,2,35
87.84,0,7,2,35
95.8,1,6,2,35
93.83,1,6,2,35
92.76,1,7,2,35
94.57,1,7,2,35
95.62,1,6,2,35
80.51,1,1,2,35
75.37,1,1,2,35
87.02,0,7,2,35
99.67,1,6,2,35
94.08,1,6,2,35
73.98,1,9,2,35
82.4,1,9,2,35
97.77,1,18,2,35
89.02,1,9,2,35
55.95,1,1,2,35
86.37,1,6,2,35
87.83,1,9,2,35
93.37,1,9,2,35
87.65,1,6,2,35
98.03,1,18,2,35
71.86,0,9,2,35
88.25,0,18,2,35
97.0,1,9,2,35
97.03,1,9,2,35
92.59,1,9,2,35
94.0,1,9,2,35
95.04,1,9,2,35
72.97,1,6,2,35
73.16,1,6,2,35
60.68,1,1,2,35
92.26,1,9,2,35
96.87,1,1,2,35
96.63,1,9,2,35
84.98,1,6,2,35
97.51,1,18,2,35
100.0,1,18,2,35
94.4,1,9,2,35
75.91,1,9,2,35
67.68,1,1,2,35
70.02,1,6,2,35
70.26,1,9,2,35
97.9,1,9,2,35
97.19,0,9,2,35
86.5,1,9,2,35
92.41,0,6,2,35
84.73,1,18,2,35
92.39,0,9,2,35
84.28,1,9,2,35
94.45,1,9,2,35
95.98,1,9,2,35
93.01,1,9,2,35
94.05,1,9,2,35
88.85,1,6,2,35
97.97,1,18,2,35
91.92,1,9,2,35
64.55,1,6,2,35
90.4,1,9,2,35
93.96,1,9,2,35
93.03,1,9,2,35
56.58,1,6,2,35
90.6,1,6,2,35
76.49,1,9,2,35
79.85,1,9,2,35
91.02,1,9,2,35
79.8,1,9,2,35
87.14,1,9,2,35
96.23,1,1,2,35
97.08,1,9,2,35
91.53,1,9,2,35
94.54,1,6,2,35
91.81,0,18,2,35
96.24,1,9,2,35
98.71,1,6,2,35
76.27,1,9,2,35
93.7,1,1,2,35
90.95,0,9,2,35
77.63,1,9,2,35
77.63,1,9,2,35
97.95,1,6,2,35
86.29,1,6,2,35
85.57,1,6,2,35
93.35,1,6,2,35
85.27,1,9,2,35
85.13,1,9,2,35
72.29,1,9,2,35
94.73,0,18,2,35
88.41,0,9,2,35
70.38,1,9,2,35
94.01,1,6,2,35
83.43,1,9,2,35
92.68,1,6,2,35
88.5,1,6,2,35
74.93,0,6,2,35
95.59,1,6,2,35
91.93,1,6,2,35
94.41,1,9,2,35
84.92,1,9,2,35
90.27,1,9,2,35
80.42,0,9,2,35
81.88,1,9,2,35
81.3,1,6,2,35
88.15,1,9,2,35
92.22,1,18,2,35
94.09,1,6,2,35
91.61,1,1,2,35
91.37,0,1,2,35
70.77,1,1,2,35
72.62,1,1,2,35
79.98,0,1,2,35
80.94,1,6,2,35
91.01,1,6,2,35
49.7,1,1,2,35
56.53,1,1,2,35
91.84,1,9,2,35
88.88,1,1,2,35
74.94,1,6,2,35
94.51,1,6,2,35
96.26,0,6,2,35
83.71,1,1,2,35
62.15,0,6,2,35
89.78,0,6,2,35
84.48,1,6,2,35
90.88,1,9,2,35
94.94,1,6,2,35
84.05,1,6,2,35
86.88,0,6,2,35
89.52,0,9,2,35
81.51,1,6,2,35
92.96,1,1,2,35
94.94,1,6,2,35
74.42,1,6,2,35
80.29,1,6,2,35
84.89,1,6,2,35
82.61,1,6,2,35
88.54,0,6,2,35
94.01,1,6,2,35
75.14,1,6,2,35
90.31,1,6,2,35
67.3,0,1,2,35
97.49,1,6,2,35
78.74,1,6,2,35
94.01,1,6,2,35
95.3,1,1,2,35
98.62,1,1,2,35
99.72,1,1,2,35
98.54,1,1,2,35
98.68,1,1,2,35
100.0,1,1,2,35
94.45,1,1,2,35
86.21,1,6,2,35
95.12,1,1,2,35
92.18,1,6,2,35
77.07,0,1,2,35
72.45,1,6,2,35
82.97,1,6,2,35
70.16,1,9,2,35
85.73,1,6,2,35
91.62,1,6,2,35
76.86,1,6,2,35
93.94,1,6,2,35
52.81,1,6,2,35
89.64,1,6,2,35
77.13,1,6,2,35
93.94,1,6,2,35
80.87,1,6,2,35
59.61,1,1,2,35
71.45,1,6,2,35
67.5,0,6,2,35
76.09,0,9,2,35
92.54,1,9,2,35
84.46,1,11,2,35
53.19,0,12,2,35
88.85,1,16,2,35
88.85,1,16,2,35
73.91,0,15,2,35
92.74,1,16,2,35
88.86,1,16,2,35
89.6,1,10,2,35
91.16,1,14,2,35
86.44,0,16,2,35
81.96,1,16,2,35
98.51,0,16,2,35
85.14,1,14,2,35
72.88,1,16,2,35
69.83,1,14,2,35
74.55,0,16,2,35
81.1,0,16,2,35
95.44,0,14,2,35
82.6,0,14,2,35
93.56,0,10,2,35
99.69,1,16,2,35
89.75,1,14,2,35
89.06,1,14,2,35
99.8,0,14,2,35
68.47,1,14,2,35
87.56,1,10,2,35
75.71,1,14,2,35
79.8,1,10,2,35
55.72,0,14,2,35
74.48,0,14,2,35
71.88,1,14,2,35
73.87,0,16,2,35
81.28,1,14,2,35
96.63,1,10,2,35
76.42,1,16,2,35
95.83,1,10,2,35
90.66,0,14,2,35
81.1,1,14,2,35
53.89,0,14,2,35
76.06,1,14,2,35
79.51,1,14,2,35
61.19,1,14,2,35
97.19,1,14,2,35
93.05,1,14,2,35
82.95,1,10,2,35
79.47,1,16,2,35
83.91,1,10,2,35
94.78,1,14,2,35
93.27,1,10,2,35
81.36,1,10,2,35
87.62,1,14,2,35
59.82,0,14,2,35
76.61,1,10,2,35
93.19,1,10,2,35
91.71,1,14,2,35
91.85,1,14,2,35
64.5,1,10,2,35
93.01,1,14,2,35
88.2,1,16,2,35
74.52,1,14,2,35
82.98,1,14,2,35
65.02,0,14,2,35
95.16,1,14,2,35
96.51,0,16,2,35
72.55,1,14,2,35
81.44,1,16,2,35
92.53,1,16,2,35
97.11,1,16,2,35
79.07,0,16,2,35
92.47,0,16,2,35
93.77,1,16,2,35
91.44,0,14,2,35
89.68,1,16,2,35
95.38,1,16,2,35
91.63,1,14,2,35
77.01,1,16,2,35
91.44,1,16,2,35
82.83,0,16,2,35
85.48,0,16,2,35
87.0,1,16,2,35
76.45,1,10,2,35
64.05,1,16,2,35
90.38,1,16,2,35
61.85,1,16,2,35
78.84,0,14,2,35
88.69,1,16,2,35
88.07,0,10,2,35
92.57,1,16,2,35
90.8,0,16,2,35
88.36,1,16,2,35
96.54,1,16,2,35
79.4,0,16,2,35
86.15,1,16,2,35
70.65,1,16,2,35
89.49,0,16,2,35
76.67,1,16,2,35
91.33,1,14,2,35
94.09,0,14,2,35
82.92,0,16,2,35
77.58,0,16,2,35
95.2,1,16,2,35
93.36,1,16,2,35
78.72,1,14,2,35
74.45,1,16,2,35
59.77,0,16,2,35
96.11,1,16,2,35
80.32,0,16,2,35
85.08,0,16,2,35
61.22,0,16,2,35
60.31,0,16,2,35
90.75,1,16,2,35
93.24,1,14,2,35
89.73,1,16,2,35
92.49,0,16,2,35
85.42,0,14,2,35
65.08,0,16,2,35
87.22,1,10,2,35
32.1,0,16,2,35
76.15,1,16,2,35
79.0,1,16,2,35
88.53,1,10,2,35
94.41,1,10,2,35
87.48,1,16,2,35
97.54,1,16,2,35
88.34,0,16,2,35
93.38,1,16,2,35
84.33,1,10,2,35
64.5,1,15,2,35
65.61,1,10,2,35
74.56,0,14,2,35
85.61,1,16,2,35
96.94,0,16,2,35
79.94,1,16,2,35
93.25,1,16,2,35
97.38,1,16,2,35
93.16,1,16,2,35
94.37,1,16,2,35
86.61,1,16,2,35
53.71,1,16,2,35
96.88,1,14,2,35
94.85,1,16,2,35
98.35,1,10,2,35
92.6,1,10,2,35
89.47,1,16,2,35
79.34,1,10,2,35
88.1,1,16,2,35
99.41,1,16,2,35
98.67,1,16,2,35
98.36,1,16,2,35
99.1,1,16,2,35
99.2,1,16,2,35
51.94,0,15,2,35
91.18,1,10,2,35
97.45,0,16,2,35
90.22,1,15,2,35
89.16,1,16,2,35
99.07,1,14,2,35
83.39,1,10,2,35
83.11,1,10,2,35
94.33,1,16,2,35
70.01,0,16,2,35
87.17,1,14,2,35
99.07,1,16,2,35
94.97,1,16,2,35
93.06,1,16,2,35
50.32,1,16,2,35
54.84,1,16,2,35
94.68,1,16,2,35
86.6,1,10,2,35
89.49,1,16,2,35
87.4,1,16,2,35
87.92,1,16,2,35
82.42,1,11,2,35
87.0,0,16,2,35
97.89,1,16,2,35
97.37,1,16,2,35
81.02,1,16,2,35
73.79,1,11,2,35
89.02,1,10,2,35
89.35,0,16,2,35
92.23,1,14,2,35
97.17,1,16,2,35
89.31,1,16,2,35
83.38,1,11,2,35
95.53,1,16,2,35
81.12,0,16,2,35
85.07,0,16,2,35
79.32,1,11,2,35
94.77,1,16,2,35
90.82,1,16,2,35
96.02,1,16,2,35
72.0,0,16,2,35
74.55,1,15,2,35
81.91,1,11,2,35
62.99,1,16,2,35
95.92,1,16,2,35
97.79,1,10,2,35
99.1,1,14,2,35
87.16,1,16,2,35
76.52,1,14,2,35
67.47,1,16,2,35
89.79,1,14,2,35
98.4,1,10,2,35
82.14,1,16,2,35
82.78,0,12,2,35
87.76,1,16,2,35
89.94,1,16,2,35
91.19,1,16,2,35
90.35,1,12,2,35
69.77,1,16,2,35
67.59,1,11,2,35
90.89,1,14,2,35
86.21,1,14,2,35
91.45,1,16,2,35
96.0,0,14,2,35
52.6,1,12,2,35
90.17,1,16,2,35
85.84,1,15,2,35
96.88,1,16,2,35
97.06,1,16,2,35
84.89,1,14,2,35
90.45,1,16,2,35
81.65,1,16,2,35
67.58,1,14,2,35
46.98,0,14,2,35
79.96,0,10,2,35
99.41,1,16,2,35
91.6,1,12,2,35
96.37,1,14,2,35
59.8,0,16,2,35
90.52,0,14,2,35
85.11,0,16,2,35
91.99,1,16,2,35
65.93,0,14,2,35
84.04,1,11,2,35
88.26,1,2,2,35
89.53,1,3,2,35
81.06,1,10,2,35
93.77,1,3,2,35
59.0,1,2,2,35
73.28,1,2,2,35
99.69,1,2,2,35
83.95,1,3,2,35
82.98,1,2,2,35
93.23,1,10,2,35
58.1,1,2,2,35
88.29,1,2,2,35
95.37,1,1,2,35
97.4,1,2,2,35
62.54,1,2,2,35
91.54,1,2,2,35
87.27,1,2,2,35
96.08,1,3,2,35
99.33,1,9,2,35
87.86,1,2,2,35
93.49,1,2,2,35
94.1,1,2,2,35
92.62,1,10,2,35
97.01,0,2,2,35
85.57,1,2,2,35
98.46,1,2,2,35
85.89,0,3,2,35
75.54,0,2,2,35
85.55,1,3,2,35
80.3,1,3,2,35
45.22,1,3,2,35
64.18,1,10,2,35
83.71,1,3,2,35
75.8,0,1,2,35
96.59,1,3,2,35
70.2,1,3,2,35
81.2,1,10,2,35
84.06,1,10,2,35
88.76,1,2,2,35
90.03,1,3,2,35
98.04,1,3,2,35
99.63,1,2,2,35
88.62,0,3,2,35
67.1,1,10,2,35
94.01,1,10,2,35
92.64,1,3,2,35
94.56,1,2,2,35
91.94,1,1,2,35
99.03,1,3,2,35
86.82,1,3,2,35
96.62,1,3,2,35
89.08,1,3,2,35
82.92,1,2,2,35
71.85,1,10,2,35
82.98,1,2,2,35
68.36,1,10,2,35
72.77,1,3,2,35
71.37,1,10,2,35
91.73,1,3,2,35
94.99,1,10,2,35
98.75,1,3,2,35
72.9,1,2,2,35
96.89,1,9,2,35
95.78,1,9,2,35
70.2,1,3,2,35
97.51,1,1,2,35
98.17,1,10,2,35
69.75,0,3,2,35
88.14,1,2,2,35
73.94,0,10,2,35
80.52,1,2,2,35
93.07,1,1,2,35
99.61,1,2,2,35
92.21,1,9,2,35
86.44,1,3,2,35
74.17,1,10,2,35
95.49,1,2,2,35
87.34,1,2,2,35
64.81,1,10,2,35
91.94,1,9,2,35
91.54,1,9,2,35
55.18,1,2,2,35
87.26,1,3,2,35
89.55,1,3,2,35
89.59,1,3,2,35
96.2,1,3,2,35
94.13,1,10,2,35
90.66,1,3,2,35
92.81,1,3,2,35
94.53,0,3,2,35
